简单,"jiǎndān","simple","hsk3"
健康,"jiànkāng","Healthy","hsk3"
见面,"jiànmiàn","meet","hsk3"
讲,"jiǎng","speak","hsk3"
教,"jiāo","teach","hsk3"
角,"jiǎo","horn","hsk3"
脚,"jiǎo","foot","hsk3"
接,"jiē","pick,get","hsk3"
街道,"jiēdào","Street","hsk3"
结婚,"jiéhūn","marry","hsk3"
结束,"jiéshù","End","hsk3"
节目,"jiémù","program","hsk3"
节日,"jiérì","festival","hsk3"
解决,"jiějué","Solve","hsk3"
借,"jiè","borrow","hsk3"
经常,"jīngcháng","Often","hsk3"
经过,"jīngguò","After, through","hsk3"
经理,"jīnglǐ","manager","hsk3"
久,"jiǔ","long","hsk3"
旧,"jiù","old,used","hsk3"
句子,"jùzi","sentence","hsk3"
决定,"juédìng","Decision","hsk3"
渴,"kě","thirsty","hsk3"
可爱,"kě'ài","Lovely","hsk3"
刻,"kè","moment","hsk3"
客人,"kèrén","Guest","hsk3"
空调,"kōngtiáo","Air conditioner","hsk3"
口,"kǒu","mouth","hsk3"
哭,"kū","cry","hsk3"
裤子,"kùzi","trousers","hsk3"
筷子,"kuàizi","chopsticks","hsk3"
蓝,"lán","blue","hsk3"
老,"lǎo","old","hsk3"
离开,"líkāi","leave","hsk3"
礼物,"lǐwù","gift","hsk3"
历史,"lìshǐ","History","hsk3"
脸,"liǎn","face","hsk3"
聊天,"liáotiān","chat","hsk3"
练习,"liànxí","Practice","hsk3"
辆,"liàng","Car","hsk3"
了解,"liǎojiě","understand","hsk3"
邻居,"línjū","neighbor","hsk3"
留学,"liúxué","Overseas Study","hsk3"
楼,"lóu","floor","hsk3"
绿,"lǜ","green","hsk3"
马,"mǎ","Horse","hsk3"
马上,"mǎshàng","Right off","hsk3"
满意,"mǎnyì","Satisfied","hsk3"
帽子,"màozi","Hat","hsk3"
米,"mǐ","rice","hsk3"
面包,"miànbāo","Bread","hsk3"
明白,"míngbai","clear","hsk3"
拿,"ná","take","hsk3"
奶奶,"nǎinai","grandma","hsk3"
南,"nán","south","hsk3"
难,"nán","difficult","hsk3"
难过,"nánguò","sad","hsk3"
年级,"niánjí","grade","hsk3"
年轻,"niánqīng","Young","hsk3"
鸟,"niǎo","bird","hsk3"
努力,"nǔlì","Strive","hsk3"
爬山,"páshān","Mountain climbing","hsk3"
盘子,"pánzi","plate","hsk3"
胖,"pàng","fat","hsk3"
啤酒,"píjiǔ","Beer","hsk3"
皮鞋,"píxié","leather shoes","hsk3"
瓶子,"píngzi","bottle","hsk3"
其实,"qíshí","actually","hsk3"
其他,"qítā","Other","hsk3"
骑,"qí","ride","hsk3"
奇怪,"qíguài","strange","hsk3"
起来,"qǐlái","get up","hsk3"
起飞,"qǐfēi","take off","hsk3"
清楚,"qīngchu","clear","hsk3"
请假,"qǐngjià","ask for leave","hsk3"
秋,"qiū","autumn","hsk3"
裙子,"qúnzi","skirt","hsk3"
然后,"ránhòu","Then","hsk3"
热情,"rèqíng","Enthusiasm","hsk3"
认为,"rènwéi","think","hsk3"
认真,"rènzhēn","earnest","hsk3"
容易,"róngyì","easily","hsk3"
如果,"rúguǒ","If","hsk3"
伞,"sǎn","umbrella","hsk3"
上网,"shàngwǎng","Surf the Internet","hsk3"
生气,"shēngqì","get angry","hsk3"
声音,"shēngyīn","voice","hsk3"
试,"shì","try","hsk3"
世界,"shìjiè","world","hsk3"
瘦,"shòu","thin","hsk3"
舒服,"shūfu","comfortable","hsk3"
叔叔,"shūshu","uncle","hsk3"
树,"shù","tree","hsk3"
数学,"shùxué","Mathematics","hsk3"
刷牙,"shuāyá","Brush one's teeth","hsk3"
双,"shuāng","double, pair","hsk3"
水平,"shuǐpíng","level","hsk3"
司机,"sījī","Driver","hsk3"
太阳,"tàiyáng","sun","hsk3"
特别,"tèbié","Especially","hsk3"
疼,"téng","hurt","hsk3"
提高,"tígāo","increase","hsk3"
体育,"tǐyù","Sports","hsk3"
甜,"tián","sweet","hsk3"
条,"tiáo","strip","hsk3"
同事,"tóngshì","Colleague","hsk3"
同意,"tóngyì","Agree","hsk3"
头发,"tóufa","Hair","hsk3"
突然,"tūrán","suddenly","hsk3"
图书馆,"túshūguǎn","Library","hsk3"
腿,"tuǐ","leg","hsk3"
完成,"wánchéng","complete","hsk3"
碗,"wǎn","bowl","hsk3"
万,"wàn","ten thousand","hsk3"
忘记,"wàngjì","forget","hsk3"
为,"wèi","for","hsk3"
为了,"wèile","in order to","hsk3"
位,"wèi","position","hsk3"
文化,"wénhuà","Culture","hsk3"
西,"xī","west","hsk3"
习惯,"xíguàn","Habit","hsk3"
洗手间,"xǐshǒujiān","Restroom","hsk3"
洗澡,"xǐzǎo","Take a shower","hsk3"
夏,"xià","summer","hsk3"
先,"xiān","first","hsk3"
香蕉,"xiāngjiāo","Banana","hsk3"
相信,"xiāngxìn","believe","hsk3"
向,"xiàng","towards","hsk3"
像,"xiàng","image","hsk3"
小心,"xiǎoxīn","watch out","hsk3"
校长,"xiàozhǎng","Principal","hsk3"
新闻,"xīnwén","news","hsk3"
新鲜,"xīnxiān","fresh","hsk3"
信用卡,"xìnyòngkǎ","Credit card","hsk3"
行李箱,"xínglixiāng","Trunk","hsk3"
熊猫,"xióngmāo","Panda","hsk3"
需要,"xūyào","Need","hsk3"
选择,"xuǎnzé","Choice","hsk3"
要求,"yāoqiú","Requirement","hsk3"
爷爷,"yéye","grandpa","hsk3"
一定,"yídìng","Certain","hsk3"
一共,"yígòng","Altogether","hsk3"
一会儿,"yíhuìr","a while","hsk3"
一样,"yíyàng","equally","hsk3"
以前,"yǐqián","before","hsk3"
一般,"yìbān","commonly","hsk3"
一边,"yìbiān","One side","hsk3"
一直,"yìzhí","always","hsk3"
音乐,"yīnyuè","Music","hsk3"
银行,"yínháng","Bank","hsk3"
饮料,"yǐnliào","Drinks","hsk3"
应该,"yīnggāi","Should","hsk3"
影响,"yǐngxiǎng","Influence","hsk3"
用,"yòng","use","hsk3"
游戏,"yóuxì","Game","hsk3"
有名,"yǒumíng","Famous","hsk3"
又,"yòu","again","hsk3"
遇到,"yùdào","encounter","hsk3"
元,"yuán","element; yuan","hsk3"
愿意,"yuànyì","Be willing","hsk3"
月亮,"yuèliang","Moon","hsk3"
越,"yuè","the more","hsk3"
站,"zhàn","station","hsk3"
张,"zhāng","Zhang (surname)","hsk3"
长（动词）,"zhǎng","grow","hsk3"
着急,"zháojí","Worry","hsk3"
照顾,"zhàogù","look after","hsk3"
照片,"zhàopiàn","Photo","hsk3"
照相机,"zhàoxiàngjī","Camera","hsk3"
只（量词）,"zhī","(measure word)","hsk3"
只（副词）,"zhǐ","only","hsk3"
只有……才……,"zhǐyǒu…cái…","only if","hsk3"
中文,"zhōngwén","Chinese","hsk3"
中间,"zhōngjiān","Middle","hsk3"
终于,"zhōngyú","finally","hsk3"
种,"zhǒng","species","hsk3"
重要,"zhòngyào","important","hsk3"
周末,"zhōumò","Weekend","hsk3"
主要,"zhǔyào","main","hsk3"
注意,"zhùyì","Be careful","hsk3"
自己,"zìjǐ","Own, self","hsk3"
自行车,"zìxíngchē","Bicycle","hsk3"
总是,"zǒngshì","always","hsk3"
嘴,"zuǐ","mouth","hsk3"
最后,"zuìhòu","last","hsk3"
最近,"zuìjìn","lately","hsk3"
作业,"zuòyè","homework","hsk3"
